#,gender,belt,max_weight,division_age,division_name,public name
465,Male,Blue,85,18,Adult,[465] Male / Adult / Blue / 85Kg
466,Male,Blue,94,18,Adult,[466] Male / Adult / Blue / 94Kg
467,Male,Blue,120,18,Adult,[467] Male / Adult / Blue / 120Kg
468,Male,Purple,56,18,Adult,[468] Male / Adult / Purple / 56Kg
469,Male,Purple,62,18,Adult,[469] Male / Adult / Purple / 62Kg
470,Male,Purple,69,18,Adult,[470] Male / Adult / Purple / 69Kg
471,Male,Purple,77,18,Adult,[471] Male / Adult / Purple / 77Kg
472,Male,Purple,85,18,Adult,[472] Male / Adult / Purple / 85Kg
473,Male,Purple,94,18,Adult,[473] Male / Adult / Purple / 94Kg
474,Male,Purple,120,18,Adult,[474] Male / Adult / Purple / 120Kg
